question_key	question
Sooth_QGen#3209e5d22aa1	Will the Kalshi YES mid-market price for New York M (New York M vs San Diego) land in the 70-80¢ bucket at game start (2026-06-07)?
Sooth_QGen#320bcbfd90ac	Will the Kalshi YES mid-market price for Colorado (Colorado vs A's) land in the 50-60¢ bucket at game start (2026-06-14)?
Sooth_QGen#3220e89e4b99	Will the Kalshi YES mid-market price for Tampa Bay (Detroit vs Tampa Bay) land in the 60-70¢ bucket at game start (2026-06-02)?
Sooth_QGen#3243748102f7	Will the Kalshi YES mid-market price for Minnesota (Kansas City vs Minnesota) land in the 0-10¢ bucket at game start (2026-06-06)?
Sooth_QGen#324e8bd1c346	Will the Kalshi YES mid-market price for San Antonio (Game 3: San Antonio at New York) land in the 80-90¢ bucket at game start (2026-06-09)?
Sooth_QGen#32510c28ba3c	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Minnesota) land in the 90-100¢ bucket at game start (2026-06-03)?
Sooth_QGen#325663617b3c	Will the Kalshi YES mid-market price for Baltimore (Baltimore vs Boston) land in the 70-80¢ bucket at game start (2026-06-03)?
Sooth_QGen#32596f49c6af	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Chicago WS) land in the 0-10¢ bucket at game start (2026-06-10)?
Sooth_QGen#325de3116bd2	Will the Kalshi YES mid-market price for Toronto (Toronto vs Baltimore) land in the 0-10¢ bucket at game start (2026-05-29)?
Sooth_QGen#3267e7bc0103	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Atlanta) land in the 60-70¢ bucket at game start (2026-06-06)?
Sooth_QGen#3268b3e8cc20	Will the Kalshi YES mid-market price for Colorado (Colorado vs Chicago C) land in the 60-70¢ bucket at game start (2026-06-16)?
Sooth_QGen#326da630bbe4	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Pittsburgh) land in the 30-40¢ bucket at game start (2026-05-30)?
Sooth_QGen#327fd0c3825c	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Los Angeles D) land in the 80-90¢ bucket at game start (2026-06-16)?
Sooth_QGen#329172a08ca0	Will the Kalshi YES mid-market price for Houston (A's vs Houston) land in the 0-10¢ bucket at game start (2026-06-07)?
Sooth_QGen#32998c848fb4	Will the Kalshi YES mid-market price for Seattle (Will Seattle win the New England vs Seattle Pro Football game) land in the 70-80¢ bucket at game start (2026-09-09)?
Sooth_QGen#32aae80d3d4f	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs A's) land in the 20-30¢ bucket at game start (2026-06-11)?
Sooth_QGen#32b97d9f3f14	Will the Kalshi YES mid-market price for New York M (New York M vs Cincinnati) land in the 60-70¢ bucket at game start (2026-06-15)?
Sooth_QGen#32c547c60efc	Will the Kalshi YES mid-market price for Cincinnati (Cincinnati vs San Diego) land in the 70-80¢ bucket at game start (2026-06-10)?
Sooth_QGen#32c766860b41	Will the Kalshi YES mid-market price for New York Y (New York Y vs Toronto) land in the 30-40¢ bucket at game start (2026-06-12)?
Sooth_QGen#3309783f5144	Will the Kalshi YES mid-market price for Miami (Miami vs Pittsburgh) land in the 10-20¢ bucket at game start (2026-06-12)?
Sooth_QGen#330b8b565bd9	Will the Kalshi YES mid-market price for New York M (St. Louis vs New York M) land in the 90-100¢ bucket at game start (2026-06-09)?
Sooth_QGen#33147833dbad	Will the Kalshi YES mid-market price for Chicago C (San Francisco vs Chicago C) land in the 80-90¢ bucket at game start (2026-06-05)?
Sooth_QGen#3344064ec1a3	Will the Kalshi YES mid-market price for St. Louis (Cincinnati vs St. Louis) land in the 30-40¢ bucket at game start (2026-06-06)?
Sooth_QGen#3348cb5fabbf	Will the Kalshi YES mid-market price for Miami (Miami vs Washington) land in the 90-100¢ bucket at game start (2026-06-02)?
Sooth_QGen#335e49220866	Will the Kalshi YES mid-market price for Boston (Boston vs Tampa Bay) land in the 10-20¢ bucket at game start (2026-06-10)?
Sooth_QGen#336742e7c76a	Will the Kalshi YES mid-market price for Pittsburgh (Miami vs Pittsburgh) land in the 40-50¢ bucket at game start (2026-06-14)?
Sooth_QGen#336d6e8c555a	Will the Kalshi YES mid-market price for A's (Milwaukee vs A's) land in the 50-60¢ bucket at game start (2026-06-09)?
Sooth_QGen#337018a00bcd	Will the Kalshi YES mid-market price for Minnesota (Chicago WS vs Minnesota) land in the 30-40¢ bucket at game start (2026-06-01)?
Sooth_QGen#3375ba7dbaf9	Will the Kalshi YES mid-market price for Colorado (Chicago C vs Colorado) land in the 80-90¢ bucket at game start (2026-06-11)?
Sooth_QGen#337e3612e446	Will the Kalshi YES mid-market price for San Diego (San Diego vs Philadelphia) land in the 20-30¢ bucket at game start (2026-06-03)?
Sooth_QGen#337ff7a37941	Will the Kalshi YES mid-market price for Miami (Miami vs Pittsburgh) land in the 0-10¢ bucket at game start (2026-06-14)?
Sooth_QGen#33811cbc86e8	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Los Angeles A) land in the 60-70¢ bucket at game start (2026-06-13)?
Sooth_QGen#339508962946	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Chicago WS) land in the 60-70¢ bucket at game start (2026-06-09)?
Sooth_QGen#339b6ef9ef70	Will the Kalshi YES mid-market price for Washington (Washington vs Arizona) land in the 50-60¢ bucket at game start (2026-06-07)?
Sooth_QGen#339fb8f20a50	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Cincinnati) land in the 0-10¢ bucket at game start (2026-05-29)?
Sooth_QGen#33a4f640cb79	Will the Kalshi YES mid-market price for Miami (Tampa Bay vs Miami) land in the 60-70¢ bucket at game start (2026-06-05)?
Sooth_QGen#33b2f8130ce8	Will the Kalshi YES mid-market price for Atlanta (Pittsburgh vs Atlanta) land in the 70-80¢ bucket at game start (2026-06-06)?
Sooth_QGen#33c0957eb32f	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Houston) land in the 30-40¢ bucket at game start (2026-06-03)?
Sooth_QGen#33c7bc13de79	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs New York M) land in the 10-20¢ bucket at game start (2026-06-11)?
Sooth_QGen#33c99ea61081	Will the Kalshi YES mid-market price for Chicago C (San Francisco vs Chicago C) land in the 20-30¢ bucket at game start (2026-06-08)?
Sooth_QGen#33e42fdbf958	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs A's) land in the 10-20¢ bucket at game start (2026-06-09)?
Sooth_QGen#33e8d633936a	Will the Kalshi YES mid-market price for Cincinnati (Kansas City vs Cincinnati) land in the 50-60¢ bucket at game start (2026-06-02)?
Sooth_QGen#33f9daca870f	Will the Kalshi YES mid-market price for the Carolina Hurricanes moneyline in NHL ECF Game 4 at Montreal be ≥ 51¢ at puck drop on May 27, 2026?
Sooth_QGen#33fdd3e65dee	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Los Angeles A) land in the 10-20¢ bucket at game start (2026-06-14)?
Sooth_QGen#340f296263b0	Will the Kalshi YES mid-market price for San Diego (San Diego vs Washington) land in the 10-20¢ bucket at game start (2026-05-29)?
Sooth_QGen#3421659064f6	Will the Kalshi YES mid-market for Carolina Hurricanes ML in ECF Game 2 vs. Canadiens be ≥ 60¢ at puck drop on May 23?
Sooth_QGen#342ce206831a	Will the Kalshi YES mid-market price for Arizona (Los Angeles D vs Arizona) land in the 40-50¢ bucket at game start (2026-06-02)?
Sooth_QGen#343a0321f352	Will the Kalshi YES mid-market price for New York M (Miami vs New York M) land in the 60-70¢ bucket at game start (2026-05-30)?
Sooth_QGen#34522d5fdf4f	Will the Kalshi YES mid-market price for Pittsburgh (Miami vs Pittsburgh) land in the 80-90¢ bucket at game start (2026-06-13)?
Sooth_QGen#34672f687726	Will the Kalshi YES mid-market price for Milwaukee (Philadelphia vs Milwaukee) land in the 90-100¢ bucket at game start (2026-06-12)?
Sooth_QGen#34763d805e4e	Will the Kalshi YES mid-market price for Houston (Houston vs Kansas City) land in the 90-100¢ bucket at game start (2026-06-13)?
Sooth_QGen#3478e1145a8b	Will the Kalshi YES mid-market price for New York M (Miami vs New York M) land in the 30-40¢ bucket at game start (2026-05-31)?
Sooth_QGen#3495c04e4b07	Will the Kalshi YES mid-market price for Arizona (Arizona vs Miami) land in the 20-30¢ bucket at game start (2026-06-09)?
Sooth_QGen#349896f833d2	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Chicago WS) land in the 0-10¢ bucket at game start (2026-06-11)?
Sooth_QGen#349fa5fff0ff	Will the Kalshi YES mid-market price for Texas (Kansas City vs Texas) land in the 10-20¢ bucket at game start (2026-05-30)?
Sooth_QGen#34a788602ba0	Will the Kalshi YES mid-market price for Detroit (Minnesota vs Detroit) land in the 60-70¢ bucket at game start (2026-06-11)?
Sooth_QGen#34aaa803111c	Will the Kalshi YES mid-market price for Washington (Seattle vs Washington) land in the 30-40¢ bucket at game start (2026-06-14)?
Sooth_QGen#34baf32086bb	Will the Kalshi YES mid-market price for Seattle (Seattle vs Detroit) land in the 50-60¢ bucket at game start (2026-06-06)?
Sooth_QGen#34d5c28c5467	Will the Kalshi YES mid-market price for Cleveland (Detroit vs Cleveland) land in the 60-70¢ bucket at game start (2026-06-14)?
Sooth_QGen#34de06927266	Will the Kalshi YES mid-market price for San Diego (New York M vs San Diego) land in the 20-30¢ bucket at game start (2026-06-07)?
Sooth_QGen#350e43112e13	Will the Kalshi YES mid-market price for A's (Seattle vs A's) land in the 90-100¢ bucket at game start (2026-05-27)?
Sooth_QGen#3515bbce0c75	Will the Kalshi YES mid-market price for A's (Milwaukee vs A's) land in the 60-70¢ bucket at game start (2026-06-11)?
Sooth_QGen#3517ca247a75	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs Houston) land in the 0-10¢ bucket at game start (2026-05-30)?
Sooth_QGen#351fde255fad	Will the Kalshi YES mid-market price for Toronto (Philadelphia vs Toronto) land in the 0-10¢ bucket at game start (2026-06-10)?
Sooth_QGen#3528694d5f79	Will the Kalshi YES mid-market price for New York Y (New York Y vs Toronto) land in the 30-40¢ bucket at game start (2026-06-14)?
Sooth_QGen#352a1272e2f2	Will the Kalshi YES mid-market price for New York (Game 2: New York at San Antonio) land in the 30-40¢ bucket at game start (2026-06-06)?
Sooth_QGen#352f8ea24444	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Miami) land in the 50-60¢ bucket at game start (2026-06-05)?
Sooth_QGen#354359b0483b	Will the Kalshi YES mid-market price for Chicago WS (Atlanta vs Chicago WS) land in the 30-40¢ bucket at game start (2026-06-09)?
Sooth_QGen#3544899da2e6	Will the Kalshi YES mid-market price for New York Y (New York Y vs Cleveland) land in the 60-70¢ bucket at game start (2026-06-08)?
Sooth_QGen#355e3f9e8335	Will the Kalshi YES mid-market price for New York M (St. Louis vs New York M) land in the 50-60¢ bucket at game start (2026-06-10)?
Sooth_QGen#356ad51c1f30	Will the Kalshi YES mid-market price for New York Y (New York Y vs Toronto) land in the 60-70¢ bucket at game start (2026-06-14)?
Sooth_QGen#35882a3e1f6c	Will the Kalshi YES mid-market price for Los Angeles D (Philadelphia vs Los Angeles D) land in the 80-90¢ bucket at game start (2026-05-31)?
Sooth_QGen#35a74844635c	Will the Kalshi YES mid-market price for Arizona (Arizona vs Miami) land in the 50-60¢ bucket at game start (2026-06-09)?
Sooth_QGen#35c89bb94b45	Will the Kalshi YES mid-market price for New York Y (Boston vs New York Y) land in the 0-10¢ bucket at game start (2026-06-06)?
Sooth_QGen#35f2df578bbb	Will the Kalshi YES mid-market price for Houston (Pittsburgh vs Houston) land in the 90-100¢ bucket at game start (2026-06-04)?
Sooth_QGen#35f415b41470	Will the Kalshi YES mid-market price for Detroit (Detroit vs Tampa Bay) land in the 60-70¢ bucket at game start (2026-06-03)?
Sooth_QGen#35f849d2d2a4	Will the Kalshi YES mid-market price for Colorado (Chicago C vs Colorado) land in the 70-80¢ bucket at game start (2026-06-11)?
Sooth_QGen#35f9ffc0fed5	Will the Kalshi YES mid-market price for A's (Seattle vs A's) land in the 50-60¢ bucket at game start (2026-05-27)?
Sooth_QGen#35fd10b30059	Will the Kalshi YES mid-market price for A's (A's vs Houston) land in the 80-90¢ bucket at game start (2026-06-07)?
Sooth_QGen#3606441e0bc4	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs New York M) land in the 30-40¢ bucket at game start (2026-06-09)?
Sooth_QGen#3612274fa6a8	Will the Kalshi YES mid-market price for Detroit (Minnesota vs Detroit) land in the 70-80¢ bucket at game start (2026-06-11)?
Sooth_QGen#36171b343a8c	Will the Kalshi YES mid-market price for Toronto (Philadelphia vs Toronto) land in the 30-40¢ bucket at game start (2026-06-10)?
Sooth_QGen#3622e0b152ff	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Arizona) land in the 40-50¢ bucket at game start (2026-06-04)?
Sooth_QGen#362b8afad3f6	Will the Kalshi YES mid-market price for Miami (Arizona vs Miami) land in the 60-70¢ bucket at game start (2026-06-11)?
Sooth_QGen#36361c4bd561	Will the Kalshi YES mid-market price for Houston (Pittsburgh vs Houston) land in the 10-20¢ bucket at game start (2026-06-04)?
Sooth_QGen#363679353738	Will the Kalshi YES mid-market price for Atlanta (Pittsburgh vs Atlanta) land in the 50-60¢ bucket at game start (2026-06-05)?
Sooth_QGen#364d41528567	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs Colorado) land in the 30-40¢ bucket at game start (2026-06-07)?
Sooth_QGen#364fa6220a64	Will the Kalshi YES mid-market price for Los Angeles D (Philadelphia vs Los Angeles D) land in the 70-80¢ bucket at game start (2026-05-31)?
Sooth_QGen#3655b831d2d5	Will the Kalshi YES mid-market price for Seattle (Seattle vs Baltimore) land in the 70-80¢ bucket at game start (2026-06-11)?
Sooth_QGen#366f0ad114b9	Will the Kalshi YES mid-market price for Washington (Seattle vs Washington) land in the 20-30¢ bucket at game start (2026-06-14)?
Sooth_QGen#367b432c6a2b	Will the Kalshi YES mid-market price for Baltimore (Baltimore vs Boston) land in the 60-70¢ bucket at game start (2026-06-04)?
Sooth_QGen#36818c789d77	Will the Kalshi YES mid-market price for Seattle (Seattle vs Baltimore) land in the 60-70¢ bucket at game start (2026-06-08)?
Sooth_QGen#368c26be7117	Will the Kalshi YES mid-market price for Texas (Texas vs St. Louis) land in the 20-30¢ bucket at game start (2026-06-03)?
Sooth_QGen#36919fc56d62	Will the Kalshi YES mid-market price for A's (Milwaukee vs A's) land in the 20-30¢ bucket at game start (2026-06-09)?
Sooth_QGen#3691a2ce4e2f	Will the Kalshi YES mid-market price for Minnesota (Chicago WS vs Minnesota) land in the 80-90¢ bucket at game start (2026-06-01)?
Sooth_QGen#36972b9884bb	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Milwaukee) land in the 70-80¢ bucket at game start (2026-06-01)?
Sooth_QGen#3699590881a2	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Atlanta) land in the 0-10¢ bucket at game start (2026-06-05)?
Sooth_QGen#369a452435c4	Will the Kalshi YES mid-market price for Seattle (Seattle vs Baltimore) land in the 80-90¢ bucket at game start (2026-06-09)?
Sooth_QGen#369c8b82aab7	Will the Kalshi YES mid-market price for Kansas City (New York Y vs Kansas City) land in the 90-100¢ bucket at game start (2026-05-27)?
Sooth_QGen#36c115710e35	Will the Kalshi YES mid-market price for Cleveland (Boston vs Cleveland) land in the 60-70¢ bucket at game start (2026-05-30)?
Sooth_QGen#36c5bbc29439	Will the Kalshi YES mid-market price for San Diego (San Diego vs Baltimore) land in the 0-10¢ bucket at game start (2026-06-14)?
Sooth_QGen#36d49d88467b	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Minnesota) land in the 60-70¢ bucket at game start (2026-06-01)?
Sooth_QGen#36ea12a5dd80	Will the Kalshi YES mid-market price for CAR Hurricanes (Game 3: Carolina at Vegas) land in the 0-10¢ bucket at game start (2026-06-07)?
Sooth_QGen#36f441788bf6	Will the Kalshi YES mid-market price for Arizona (Arizona vs Cincinnati) land in the 30-40¢ bucket at game start (2026-06-14)?
Sooth_QGen#370449dbe23d	Will the Kalshi YES mid-market price for Chicago C (San Francisco vs Chicago C) land in the 10-20¢ bucket at game start (2026-06-05)?
Sooth_QGen#370da00d148d	Will the Kalshi YES mid-market price for Detroit (Minnesota vs Detroit) land in the 80-90¢ bucket at game start (2026-06-11)?
Sooth_QGen#371582743def	Will the Kalshi YES mid-market price for Miami (Miami vs New York M) land in the 70-80¢ bucket at game start (2026-05-31)?
Sooth_QGen#371eee38bdfe	Will the Kalshi YES mid-market price for Boston (Texas vs Boston) land in the 90-100¢ bucket at game start (2026-06-12)?
Sooth_QGen#372509a35495	Will the Kalshi YES mid-market price for Chicago WS (Los Angeles D vs Chicago WS) land in the 50-60¢ bucket at game start (2026-06-13)?
Sooth_QGen#3733edca3b15	Will the Kalshi YES mid-market price for CAR Hurricanes (Game 3: Carolina at Vegas) land in the 50-60¢ bucket at game start (2026-06-07)?
Sooth_QGen#374419d76c70	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Minnesota) land in the 10-20¢ bucket at game start (2026-06-02)?
Sooth_QGen#37493310fc13	Will the Kalshi YES mid-market price for Baltimore (Baltimore vs Boston) land in the 20-30¢ bucket at game start (2026-06-03)?
Sooth_QGen#375837055f70	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Milwaukee) land in the 20-30¢ bucket at game start (2026-06-14)?
Sooth_QGen#3761590d0420	Will the Kalshi YES mid-market price for Detroit (Seattle vs Detroit) land in the 90-100¢ bucket at game start (2026-06-06)?
Sooth_QGen#3766324900dc	Will the Kalshi YES mid-market price for Detroit (Detroit vs Cleveland) land in the 60-70¢ bucket at game start (2026-06-12)?
Sooth_QGen#3769b562742c	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs Colorado) land in the 50-60¢ bucket at game start (2026-06-06)?
Sooth_QGen#376aabe51517	Will the Kalshi YES mid-market price for St. Louis (Cincinnati vs St. Louis) land in the 40-50¢ bucket at game start (2026-06-07)?
Sooth_QGen#377a4b928f5c	Will the Kalshi YES mid-market price for Colorado (Colorado vs A's) land in the 90-100¢ bucket at game start (2026-06-14)?
Sooth_QGen#378625be298a	Will the Kalshi YES mid-market price for Boston (Texas vs Boston) land in the 60-70¢ bucket at game start (2026-06-13)?
Sooth_QGen#37995b732872	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Detroit) land in the 0-10¢ bucket at game start (2026-06-11)?
Sooth_QGen#37a001f76422	Will the Kalshi YES mid-market price for Los Angeles D (Tampa Bay vs Los Angeles D) land in the 80-90¢ bucket at game start (2026-06-16)?
Sooth_QGen#37a684ee75a6	Will the Kalshi YES mid-market price for A's (A's vs Houston) land in the 0-10¢ bucket at game start (2026-06-06)?
Sooth_QGen#37c3576d6b47	Will the Kalshi YES mid-market price for Minnesota (Will Minnesota win the Green Bay vs Minnesota Pro Football game) land in the 70-80¢ bucket at game start (2026-09-13)?
Sooth_QGen#37cae9ad3685	Will the Kalshi YES mid-market price for Chicago (Will Chicago win the Chicago vs Carolina Pro Football game) land in the 90-100¢ bucket at game start (2026-09-13)?
Sooth_QGen#37cf2ec38e19	Will the Kalshi YES mid-market price for San Diego (New York M vs San Diego) land in the 70-80¢ bucket at game start (2026-06-06)?
Sooth_QGen#37dcd2822705	Will the Kalshi YES mid-market price for Chicago C (A's vs Chicago C) land in the 30-40¢ bucket at game start (2026-06-03)?
Sooth_QGen#37de79461c1b	Will the Kalshi YES mid-market price for Miami (Tampa Bay vs Miami) land in the 40-50¢ bucket at game start (2026-06-06)?
Sooth_QGen#37f554038689	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Cincinnati) land in the 50-60¢ bucket at game start (2026-06-03)?
Sooth_QGen#37f7d412ca8b	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Toronto) land in the 70-80¢ bucket at game start (2026-06-10)?
Sooth_QGen#380d0ac26fa3	Will the Kalshi YES mid-market price for Boston (Boston vs New York Y) land in the 20-30¢ bucket at game start (2026-06-05)?
Sooth_QGen#38185f696e3d	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Chicago WS) land in the 20-30¢ bucket at game start (2026-06-10)?
Sooth_QGen#381d85108fe1	Will the Kalshi YES mid-market price for St. Louis (Texas vs St. Louis) land in the 80-90¢ bucket at game start (2026-06-01)?
Sooth_QGen#382982cd870a	Will the Kalshi YES mid-market price for Houston (Pittsburgh vs Houston) land in the 40-50¢ bucket at game start (2026-06-04)?
Sooth_QGen#383576aadbc8	Will the Kalshi YES mid-market price for Milwaukee (San Francisco vs Milwaukee) land in the 40-50¢ bucket at game start (2026-06-02)?
Sooth_QGen#3850cfd56279	Will the Kalshi YES mid-market price for Baltimore (Seattle vs Baltimore) land in the 50-60¢ bucket at game start (2026-06-09)?
Sooth_QGen#386644eda536	Will the Kalshi YES mid-market price for A's (A's vs Chicago C) land in the 40-50¢ bucket at game start (2026-06-05)?
Sooth_QGen#386734eb697b	Will the Kalshi YES mid-market price for Los Angeles A (Los Angeles A vs Tampa Bay) land in the 30-40¢ bucket at game start (2026-05-31)?
Sooth_QGen#3873544a898d	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Los Angeles A) land in the 0-10¢ bucket at game start (2026-06-13)?
Sooth_QGen#38a9443fc871	Will the Kalshi YES mid-market price for Colorado (Colorado vs Los Angeles A) land in the 0-10¢ bucket at game start (2026-06-04)?
Sooth_QGen#38b3f062ed80	Will the Kalshi YES mid-market price for Pittsburgh (Will Pittsburgh win the Atlanta vs Pittsburgh Pro Football game) land in the 30-40¢ bucket at game start (2026-09-13)?
Sooth_QGen#38b63eb62884	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Atlanta) land in the 50-60¢ bucket at game start (2026-06-05)?
Sooth_QGen#38bc0bc8edd9	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Milwaukee) land in the 40-50¢ bucket at game start (2026-06-14)?
Sooth_QGen#38c152a0c0c1	Will the Kalshi YES mid-market price for Carolina (Will Carolina win the Chicago vs Carolina Pro Football game) land in the 70-80¢ bucket at game start (2026-09-13)?
Sooth_QGen#38c78a7b5ea7	Will the Kalshi YES mid-market price for Boston (Baltimore vs Boston) land in the 0-10¢ bucket at game start (2026-06-02)?
Sooth_QGen#38c9576bde59	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Los Angeles D) land in the 80-90¢ bucket at game start (2026-05-31)?
Sooth_QGen#38c9d035d70b	Will the Kalshi YES mid-market price for Cleveland (New York Y vs Cleveland) land in the 20-30¢ bucket at game start (2026-06-08)?
Sooth_QGen#38ca9d004de5	Will the Kalshi YES mid-market price for Miami (Arizona vs Miami) land in the 30-40¢ bucket at game start (2026-06-11)?
Sooth_QGen#38cab22c5e92	Will the Kalshi YES mid-market price for Kansas City (Houston vs Kansas City) land in the 80-90¢ bucket at game start (2026-06-13)?
Sooth_QGen#38d1dfec5da1	Will the Kalshi YES mid-market price for Baltimore (Seattle vs Baltimore) land in the 70-80¢ bucket at game start (2026-06-08)?
Sooth_QGen#38dcb0443a1e	Will the Kalshi YES mid-market price for Detroit (Detroit vs Tampa Bay) land in the 20-30¢ bucket at game start (2026-06-03)?
Sooth_QGen#38e0c174599e	Will the Kalshi YES mid-market price for Houston (Houston vs Kansas City) land in the 90-100¢ bucket at game start (2026-06-13)?
Sooth_QGen#38f252ff6cd1	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Cincinnati) land in the 10-20¢ bucket at game start (2026-05-31)?
Sooth_QGen#38fd515d05f5	Will the Kalshi YES mid-market price for Washington (Seattle vs Washington) land in the 90-100¢ bucket at game start (2026-06-12)?
Sooth_QGen#38fe2653ccab	Will the Kalshi YES mid-market price for Houston (Houston vs Los Angeles A) land in the 40-50¢ bucket at game start (2026-06-11)?
Sooth_QGen#38fee160087a	Will the Kalshi YES mid-market price for VGK Golden Knights (Game 4: Carolina at Vegas) land in the 70-80¢ bucket at game start (2026-06-10)?
Sooth_QGen#391523c32c79	Will the Kalshi YES mid-market price for San Diego (San Diego vs St. Louis) land in the 10-20¢ bucket at game start (2026-06-15)?
Sooth_QGen#391caf9d3fbb	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Chicago WS) land in the 0-10¢ bucket at game start (2026-06-12)?
Sooth_QGen#391ef58f9cca	Will the Kalshi YES mid-market price for San Diego (New York M vs San Diego) land in the 0-10¢ bucket at game start (2026-06-06)?
Sooth_QGen#393328747d6e	Will the Kalshi YES mid-market price for Colorado (Milwaukee vs Colorado) land in the 70-80¢ bucket at game start (2026-06-07)?
Sooth_QGen#393dfc87edb1	Will the Kalshi YES mid-market price for Baltimore (Baltimore vs Boston) land in the 90-100¢ bucket at game start (2026-06-02)?
Sooth_QGen#394a54c37bac	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Cincinnati) land in the 20-30¢ bucket at game start (2026-05-30)?
Sooth_QGen#395113313cf5	Will the Kalshi YES mid-market price for Arizona (Arizona vs Seattle) land in the 90-100¢ bucket at game start (2026-05-31)?
Sooth_QGen#3961b1c5ddcb	Will the Kalshi YES mid-market price for Chicago WS (Los Angeles D vs Chicago WS) land in the 80-90¢ bucket at game start (2026-06-14)?
Sooth_QGen#3963c790afdf	Will the Kalshi YES mid-market price for Chicago C (A's vs Chicago C) land in the 40-50¢ bucket at game start (2026-06-04)?
Sooth_QGen#3975ede1196a	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Houston) land in the 0-10¢ bucket at game start (2026-06-05)?
Sooth_QGen#39775d07464e	Will the Kalshi YES mid-market price for Cleveland (Boston vs Cleveland) land in the 80-90¢ bucket at game start (2026-05-30)?
Sooth_QGen#3979ff6c11cc	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Texas) land in the 20-30¢ bucket at game start (2026-06-16)?
Sooth_QGen#397bcf714e0d	Will the Kalshi YES mid-market price for Philadelphia (Chicago WS vs Philadelphia) land in the 30-40¢ bucket at game start (2026-06-07)?
Sooth_QGen#399113b94e13	Will the Kalshi YES mid-market price for Los Angeles A (Los Angeles A vs Tampa Bay) land in the 40-50¢ bucket at game start (2026-05-31)?
Sooth_QGen#39aca682b757	Will the Kalshi YES mid-market price for Los Angeles A (Los Angeles A vs Tampa Bay) land in the 30-40¢ bucket at game start (2026-05-29)?
Sooth_QGen#39b56eca4dfc	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Texas) land in the 80-90¢ bucket at game start (2026-06-16)?
Sooth_QGen#39d4cd497642	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs New York M) land in the 40-50¢ bucket at game start (2026-06-13)?
Sooth_QGen#39d6beddc1c1	Will the Kalshi YES mid-market price for Chicago WS (Detroit vs Chicago WS) land in the 30-40¢ bucket at game start (2026-05-31)?
Sooth_QGen#3a302212b83f	Will the Kalshi YES mid-market price for Boston (Baltimore vs Boston) land in the 70-80¢ bucket at game start (2026-06-04)?
Sooth_QGen#3a31e9bd900a	Will the Kalshi YES mid-market price for A's (A's vs Houston) land in the 50-60¢ bucket at game start (2026-06-06)?
Sooth_QGen#3a33c0e8df1d	Will the Kalshi YES mid-market price for San Diego (San Diego vs Philadelphia) land in the 10-20¢ bucket at game start (2026-06-04)?
Sooth_QGen#3a37004a69a4	Will the Kalshi YES mid-market price for Washington (Miami vs Washington) land in the 10-20¢ bucket at game start (2026-06-02)?
Sooth_QGen#3a3953018f73	Will the Kalshi YES mid-market price for Miami (Arizona vs Miami) land in the 0-10¢ bucket at game start (2026-06-10)?
Sooth_QGen#3a55b3f5be98	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Los Angeles D) land in the 60-70¢ bucket at game start (2026-05-31)?
